Symbol,Company Name,Market Capitalization,Sector,Industry,Dividend Yield,Beta
RNMBF,RHEINMETALL AG ORD,$4.6B,,,--,0.8
RNOPF,RENOLD PLC ORD STK,$15.2M,,,--,1.2
RNOV,Rhino Novi Inc,$25.7M,Communication Services,Diversified Telecommunication Services,--,-9.6
RNP,Cohen & Steers Rit & Prfd & Incom Fd Inc,$913.6M,,,7.69%,0.9
RNR,RenaissanceRe Holdings Ltd.,$9.0B,Financials,Insurance,0.77%,0.4
RNR-E,Renaissancere Holdings Ltd,--,Financials,Insurance,5.33%,--
RNSGF,RENAISSANCE GOLD INC,$27.7M,Materials,Metals & Mining,--,0.9
RNSHF,RENISHAW PLC ORD,$4.5B,,,--,1
RNST,Renasant Corp.,$1.3B,Financials,Banks,3.73%,1.3
RNTL,Rockwood National Corp.,$.0K,,,--,--
RNUGF,RENEURON GROUP PLC SHS NEW,$56.7M,,,--,2
RNVA,Rennova Health Inc,$3.0M,Health Care,Health Care Providers & Services,--,--
RNWF,"Renewal Fuels, Inc.",$96.9K,Industrials,Electrical Equipment,--,-1.7
RNWK,RealNetworks Inc,$58.5M,Information Technology,Software,--,1.7
RNWR,808 Renewable Energy Corp,$456.1K,Utilities,Independent Power & Renewable Electricity Producers,--,--
ROAD,Construction Partners Inc,$872.0M,Industrials,Construction & Engineering,--,--
ROCH,Roth CH Acquisition I Co,$98.4M,,,--,--
ROCK,Gibraltar Industries Inc,$1.7B,Industrials,Building Products,--,1.4
ROCLF,Royal Olympic Cruise Lines Inc,$908.5K,,,--,--
ROFO,Rockford Corporation,$58.6M,Consumer Discretionary,Household Durables,--,0.2
ROG,Rogers Corporation,$2.4B,Information Technology,"Electronic Equipment, Instruments & Components",--,1.7
ROGFF,ROXGOLD INC,$435.4M,Materials,Metals & Mining,--,1.2
ROHCF,ROHM CO LTD SHS,$6.2B,,,--,1.4
ROIC,Retail Opportunity Investments Corp,$1.2B,Real Estate,Equity Real Estate Investment Trusts (REITs),--,1.3
ROIX,"Response Oncology, Inc.",$1.2K,,,--,--
ROK,Rockwell Automation,$26.2B,Industrials,Electrical Equipment,1.80%,1.5
ROKK,Rokk3r Inc,$54.5M,,,--,1.8
ROKR,True Blue Holdings Inc,$7.9M,,,--,--
ROKU,Roku Inc,$18.1B,Communication Services,Entertainment,--,--
ROL,"Rollins, Inc.",$16.0B,Industrials,Commercial Services & Supplies,0.66%,0.5
ROLL,RBC Bearings Inc,$3.2B,Industrials,Machinery,--,1.2
ROP,Roper Technologies Inc,$43.9B,Industrials,Industrial Conglomerates,0.49%,1.1
ROSE,Rosehill Resources Inc,$19.0M,Energy,"Oil, Gas & Consumable Fuels",--,2.7
ROSEU,ROSEHILL RESOURCES INC,$3.0M,Energy,"Oil, Gas & Consumable Fuels",--,2.7
ROSGQ,Rosetta Genomics Ltd. (USA),$95.5K,Health Care,Biotechnology,--,6.4
ROSN,Rosinbomb,$20.3M,,,--,2
ROST,"Ross Stores, Inc.",$31.2B,Consumer Discretionary,Specialty Retail,--,0.8
ROSYY,Rostelekom PAO (ADR),$4.2B,Communication Services,Diversified Telecommunication Services,6.34%,--
ROTH,PharmaRoth Labs Inc,$78.8K,,,--,-2.7
ROWC,The Rowe Companies,$53.1K,Consumer Discretionary,Household Durables,--,--
ROWKF,RENOWORKS SOFTWARE INC COM,$8.0M,,,--,0.8
ROYE,Royal Energy Resources Inc,$10.1M,Energy,"Oil, Gas & Consumable Fuels",--,-1.1
ROYL,Royale Energy Funds Inc,$8.1M,Energy,"Oil, Gas & Consumable Fuels",--,3.5
ROYT,Pacific Coast Oil Trust,$14.7M,Energy,"Oil, Gas & Consumable Fuels",--,2.6
RP,RealPage Inc,$6.6B,Information Technology,Software,--,1
RPAI,Retail Properties of America Inc,$1.4B,Real Estate,Equity Real Estate Investment Trusts (REITs),--,1.3
RPAY,Repay Holdings Corp,$1.8B,Information Technology,IT Services,--,--
RPD,Rapid7 Inc,$2.9B,Information Technology,Software,--,1.1
RPDT,"Rapidtron, Inc.",$.0K,Information Technology,"Electronic Equipment, Instruments & Components",--,--
RPFG,"Rainier Pacific Financial Group, Inc.",$10.9K,,,--,--
RPGLF,REGENT PACIFIC GROUP LTD NEW SHS NEW,$9.2M,,,--,0.7
RPGRF,REA GROUP LTD SHS,$7.8B,,,--,1.2
RPKIF,RICHARDS PACKAGING INCOME FD,$520.2M,Materials,Containers & Packaging,2.12%,1
RPM,RPM International Inc.,$10.1B,Materials,Chemicals,1.83%,1.1
RPMT,Rego Payment Architectures Inc,$23.9M,Information Technology,IT Services,--,-0.3
RPNMF,RAPALA NORMARK CORP ORD,$106.0M,,,--,0.5
RPRX,Royalty Pharma plc,$26.2B,,,--,--
RPSGF,RPS GROUP PLC SHS,$144.2M,,,--,2.7
RPT,RPT Realty,$494.8M,Real Estate,Equity Real Estate Investment Trusts (REITs),13.86%,1.3
RPT-D,RPT Realty,--,Real Estate,Equity Real Estate Investment Trusts (REITs),10.76%,--
RPTX,Repare Therapeutics Inc,$819.9M,,,--,--
RQI,Cohen & Steers Qlty Inc Realty Fund Inc,$1.4B,,,8.96%,1
RRBI,Red River Bancshares Inc,$303.6M,Financials,Banks,0.58%,--
RRC,Range Resources Corp.,$1.7B,Energy,"Oil, Gas & Consumable Fuels",--,2.7
RRD,RR Donnelley & Sons Co,$88.8M,Industrials,Commercial Services & Supplies,--,2.6
RREIF,REGAL REAL ESTATE INVESTMENT UNITS,$863.2M,,,--,0.8
RRGB,"Red Robin Gourmet Burgers, Inc.",$104.0M,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,2.4
RRIF,Rainforest Resources Inc,$47.6M,Materials,Paper & Forest Products,--,1
RRMLF,ROSS RIVER MINERALS INC,$25.8K,Materials,Metals & Mining,--,--
RRR,Red Rock Resorts Inc,$1.3B,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,2.6
RRRI,Rock Ridge Resources Inc,$1.6M,,,--,4.3
RRSSF,NEOMETALS LTD SHS,$185.4M,,,--,0.8
RRTS,Roadrunner Transportation Systems Inc,$87.2M,Industrials,Road & Rail,--,1.7
RS,Reliance Steel & Aluminum Co,$6.4B,Materials,Metals & Mining,2.59%,1.1
RSAIF,RSA INSURANCE GROUP PLC,$5.5B,Financials,Insurance,--,0.9
RSAU,RooShine Inc,$932.9K,Consumer Staples,Beverages,--,-1.5
RSCF,Reflect Scientific Inc,$4.3M,Health Care,Life Sciences Tools & Services,--,2.6
RSCZF,GLOBAL CARE CAP INC COM,$5.0M,Financials,Capital Markets,--,--
RSG,"Republic Services, Inc.",$27.3B,Industrials,Commercial Services & Supplies,1.89%,0.6
RSGUF,ROGERS SUGAR INC,$367.5M,Consumer Staples,Food Products,7.76%,0.5
RSHN,Rushnet Inc,$2.3M,,,--,--
RSKIA,George Risk Industries Inc,$43.1M,Information Technology,"Electronic Equipment, Instruments & Components",4.60%,0.6
RSLBF,RAYSEARCH LABORATORIES AB SHS B,$227.3M,,,--,1.6
RSLS,Reshape Lifesciences Inc,$15.9M,Health Care,Health Care Equipment & Supplies,--,1.4
RSPI,Respirerx Pharmaceuticals Inc,$1.9M,Health Care,Pharmaceuticals,--,0.1
RSRV,Reserve Petroleum Co,$21.5M,Energy,"Oil, Gas & Consumable Fuels",3.65%,0.4
RSSS,Research Solutions Inc,$61.3M,Information Technology,IT Services,--,0.7
RSSV,Resort Savers Inc,$455.6K,Energy,"Oil, Gas & Consumable Fuels",--,-2.4
RST,Rosetta Stone Inc,$598.9M,Information Technology,Software,--,0.7
RSTAF,RIB SOFTWARE SE NAMEN AKT,$1.5B,,,0.47%,0.1
RSYC,Real Security Company Inc.,$.0K,,,--,--
RTAS,REDtone Asia Inc,$38.5M,Communication Services,Diversified Telecommunication Services,--,--
RTEXF,RATIO OIL EXPLORATION 1992 LTD PART UNITS,$404.6M,,,--,2.5
RTHVF,RAISIO PLC ORD V SHS,$514.8M,,,3.65%,0.6
RTLGF,ST AUGUSTINE GOLD & COPPER,$36.0M,Materials,Metals & Mining,--,0.9
RTLLF,RATIONAL AG SHS,$6.8B,,,1.07%,0.6
RTLR,Rattler Midstream LP,$1.2B,Energy,"Oil, Gas & Consumable Fuels",14.20%,--
RTMNF,REITMANS (CANADA)  -CL A,$2.6M,Consumer Discretionary,Specialty Retail,--,0.7
RTMVF,RIGHTMOVE PLC SHS,$6.6B,,,--,0.8
RTNB,Root9B Holdings Inc,$485.0K,Industrials,Professional Services,--,1.1
RTOBF,RATOS AB SHS B,$527.4M,,,2.30%,1.3
RTOKY,Rentokil Initial plc (ADR),$13.2B,Industrials,Commercial Services & Supplies,--,0.9
RTON,Right On Brands Inc,$155.4K,Consumer Discretionary,Specialty Retail,--,1.7
RTOXF,ROTORK PLC SHS,$3.2B,,,--,1.4
RTRX,Retrophin Inc,$1.0B,Health Care,Biotechnology,--,0.9
RTSL,Rapid Therapeutic Science Laborators Inc,$136.1M,,,--,--
RTSO,RTS Oil Holdings Inc,$6.7M,Energy,"Oil, Gas & Consumable Fuels",--,--
RTTO,Rito Group Corp,$390.5M,Consumer Discretionary,Distributors,--,--
RTWIQ,RTW Retailwinds Inc,$5.8M,Consumer Discretionary,Specialty Retail,--,1.9
RTX,Raytheon Technologies Corp,$95.8B,Industrials,Aerospace & Defense,2.99%,1.4
RUBY,Rubius Therapeutics Inc,$453.1M,Health Care,Biotechnology,--,--
RUHN,Ruhnn Holding Ltd - ADR,$188.6M,Consumer Discretionary,Internet & Direct Marketing Retail,--,--
RUN,Sunrun Inc,$5.2B,Industrials,Electrical Equipment,--,1.9
RUNI,"Reunion Industries, Inc.",$.0K,Industrials,Machinery,--,--
RUPRF,RUPERT RESOURCES LTD,$344.2M,Materials,Metals & Mining,--,3.5
RUSHA,"Rush Enterprises, Inc.",$1.3B,Industrials,Trading Companies & Distributors,1.16%,1.4
RUSHB,RUSH ENTERPRISES INC CL B,$345.1M,Industrials,Trading Companies & Distributors,1.37%,1.4
RUTH,"Ruth's Hospitality Group, Inc.",$245.2M,Consumer Discretionary,"Hotels, Restaurants & Leisure",8.33%,1.8
RVDO,Riverdale Oil & Gas Corp.,$37.1M,Energy,"Oil, Gas & Consumable Fuels",--,-8.3
RVI,Retail Value Inc,$241.4M,Real Estate,Equity Real Estate Investment Trusts (REITs),16.73%,--
RVIV,Reviv3 Procare Co,$5.4M,,,--,--
RVLT,Revolution Lighting Technologies Inc,$2.5M,Industrials,Electrical Equipment,--,1
RVLV,Revolve Group LLC,$1.1B,Consumer Discretionary,Internet & Direct Marketing Retail,--,--
RVMD,Revolution Medicines Inc,$1.7B,,,--,--
RVNC,Revance Therapeutics Inc,$1.3B,Health Care,Pharmaceuticals,--,1.6
RVNG,Raven Gold Corp.,$.0K,Materials,Metals & Mining,--,--
RVP,"Retractable Technologies, Inc.",$321.6M,Health Care,Health Care Equipment & Supplies,--,1.9
RVRA,Riviera Resources Inc,$111.8M,Energy,"Oil, Gas & Consumable Fuels",158.73%,--
RVRF,River Financial Corp,$114.3M,,,--,--
RVSB,"Riverview Bancorp, Inc.",$108.8M,Financials,Thrifts & Mortgage Finance,4.07%,0.8
RVSDF,RIVERSIDE RESOURCES INC,$17.0M,Materials,Metals & Mining,--,1.1
RVT,Royce Value Trust Inc,$1.3B,,,8.25%,1.5
RVTI,"Rival Technologies, Inc.",$915.7K,Energy,Energy Equipment & Services,--,--
RWEOY,RWE AG (ADR),$23.8B,Utilities,Multi-Utilities,2.30%,1.1
RWFC,Renewable Fuel Corp,$373.2M,Energy,"Oil, Gas & Consumable Fuels",--,--
RWLK,Rewalk Robotics Ltd,$26.4M,Health Care,Health Care Equipment & Supplies,--,3.6
RWMI,Regalworks Media Inc,$200.3K,,,--,--
RWNFF,RWE AG ACT A,$22.1B,,,2.50%,0.9
RWT,"Redwood Trust, Inc.",$794.6M,Financials,Mortgage Real Estate Investment Trusts (REITs),7.03%,1.2
RWWI,Rand Worldwide Inc,$371.2M,Information Technology,Software,--,0.4
RXEI,RXElite Inc,$23.9K,,,--,--
RXMD,Progressive Care Inc,$25.4M,,,--,0.4
RXN,Rexnord Corp,$3.6B,Industrials,Machinery,1.07%,1.6
RY,Royal Bank of Canada,$101.0B,Financials,Banks,4.51%,0.7
RYAAY,Ryanair Holdings plc (ADR),$16.1B,Industrials,Airlines,--,1.3
RYAM,Rayonier Advanced Materials Inc,$189.8M,Materials,Chemicals,--,4
RYAOF,RYANAIR HOLDINGS PLC SHS,$14.7B,,,--,1.3
RYB,RYB Education Inc - ADR,$84.7M,Consumer Discretionary,Diversified Consumer Services,--,--
RYBIF,RYOBI LTD ORD,$326.5M,,,6.40%,1.4
RYCE,Amira Nature Foods Ltd,$14.6M,Consumer Staples,Food Products,--,2.9
RYCEY,Rolls-Royce Holding PLC (ADR),$6.7B,Industrials,Aerospace & Defense,--,1.2
RYES,Rise Gold Corp,$16.0M,Materials,Metals & Mining,--,0.5
RYFL,Royal Financial Inc,$30.9M,Financials,Thrifts & Mortgage Finance,--,0.7
RYI,Ryerson Holding Corp,$226.8M,Materials,Metals & Mining,--,1.8
RYKKF,RYOHIN KEIKAKU CO LTD SHS,$3.7B,,,--,1
RYMM,Royal Mines And Minerals Corp,$318.8K,Materials,Metals & Mining,--,1.4
RYN,Rayonier Inc.,$3.9B,Real Estate,Equity Real Estate Investment Trusts (REITs),3.87%,0.9
RYPE,Royalite Petroleum Co Inc,$10.1K,Energy,"Oil, Gas & Consumable Fuels",--,--
RYSMF,Royal Standard Minerals Inc USA,$832.5K,Materials,Metals & Mining,--,--
RYTM,Rhythm Pharmaceuticals Inc,$938.3M,Health Care,Biotechnology,--,--
RZLT,Rezolute Inc,$89.5M,Health Care,Biotechnology,--,4
RZZND,Jialijia Group Corporation Ltd,$4.7M,,,--,--
SA,"Seabridge Gold, Inc. (USA)",$1.2B,Materials,Metals & Mining,--,0.8
SAABF,SAAB AB SHS B,$4.2B,,,1.51%,1.6
SAAX,Nouveau Ventures Inc,$762.8K,,,--,--
SABR,Sabre Corp,$2.1B,Information Technology,IT Services,--,1.7
SACH,Sachem Capital Corp,$77.6M,Financials,Thrifts & Mortgage Finance,13.91%,1.7
SADL,"William H. Sadlier, Inc.",$27.3M,,,3.43%,--
SADMF,SANATANA RESOURCES INC,$3.8M,Materials,Metals & Mining,--,1.5
SAEI,Supatcha Resources Inc,$18.3K,,,--,--
SAEUF,SATURN OIL & GAS INC,$18.3M,Energy,"Oil, Gas & Consumable Fuels",--,1.3
SAEX,SAExploration Holdings Inc,$4.4M,Energy,Energy Equipment & Services,--,3.9
SAFE,Safehold Inc,$2.6B,Real Estate,Equity Real Estate Investment Trusts (REITs),1.21%,--
SAFLF,SAFILO GROUP SPA SHS POST RAGGRUP,$217.7M,,,--,0.8
SAFM,"Sanderson Farms, Inc.",$2.5B,Consumer Staples,Food Products,1.13%,0.6
SAFO,Save Foods Inc,$13.2M,,,--,--
SAFRF,SAFRAN SHS,$43.3B,,,1.92%,1.2
SAFS,"Safer Shot, Inc.",$58.0M,,,--,--
SAFT,"Safety Insurance Group, Inc.",$1.2B,Financials,Insurance,4.69%,0.4
SAGD,Sativa Growth International,$498.1K,Health Care,Pharmaceuticals,--,0.9
SAGE,SAGE Therapeutics Inc,$2.4B,Health Care,Biotechnology,--,2.7
SAGKF,STAGECOACH GROUP PLC SHS,$357.6M,,,15.55%,1.5
SAH,Sonic Automotive Inc,$1.8B,Consumer Discretionary,Specialty Retail,0.96%,2.8
SAHN,Saudi American Holdings Corp,$5.9K,,,--,--
SAHRF,SAHARA ENERGY LTD,$3.7M,Energy,"Oil, Gas & Consumable Fuels",--,0.8
SAIA,Saia Inc,$3.3B,Industrials,Road & Rail,--,1.1
SAIC,Science Applications International Corp,$4.4B,Information Technology,IT Services,1.93%,1
SAIDF,FIDELITY MINERALS CORP COM NEW,$2.8M,,,--,2.6
SAIL,Sailpoint Technologies Holdings Inc,$2.9B,Information Technology,Software,--,--
SAKL,Sack Lunch Productions Inc,$23.3K,Communication Services,Entertainment,--,0.1
SAL,"Salisbury Bancorp, Inc.",$101.1M,Financials,Banks,3.25%,0.7
SALM,Salem Media Group Inc,$62.2M,Communication Services,Media,--,1.9
SALT,Scorpio Bulkers Inc,$173.5M,Industrials,Marine,1.49%,1.2
SAM,Boston Beer Company Inc,$8.0B,Consumer Staples,Beverages,--,0.9
SAMG,Silvercrest Asset Management Group Inc,$159.6M,Financials,Capital Markets,5.61%,0.7
SAML,Samsara Luggage Inc,$3.5M,,,--,--
SAMMF,SAMA RESOURCES INC,$26.7M,Materials,Metals & Mining,--,1.4
SAMOF,SANGOMA TECHNOLOGIES CORP,$133.0M,Information Technology,Communications Equipment,--,1.5
SAMZF,SAMUI AIRPORT PROPERTY FUND BA UNITS,$665.0M,,,--,0.4
SAN,Banco Santander SA (ADR),$39.9B,Financials,Banks,--,1.1
SAND,SANDSTORM GOLD LTD,$1.8B,Materials,Metals & Mining,--,1.1
SANM,Sanmina Corp,$1.8B,Information Technology,"Electronic Equipment, Instruments & Components",--,0.9
SANP,Santo Mining Corp,$.0K,Materials,Metals & Mining,--,--
SANT,"Santeon Group, Inc.",$126.3K,Information Technology,IT Services,--,1.3
SANW,S&W Seed Company,$84.2M,Consumer Staples,Food Products,--,0.5
SAP,SAP SE (ADR),$192.5B,Information Technology,Software,1.05%,1
SAPLF,SYLVANIA PLATINUM LIMITED SHS,$171.3M,,,1.60%,0.4
SAPX,Seven Arts Entertainment Inc,$11.2K,Communication Services,Entertainment,--,--
SAQN,Software Acquisition Group Inc,$194.4M,,,--,--
SAR,Saratoga Investment Corp,$197.5M,Financials,Capital Markets,9.09%,1.7
SARDF,SANFORD LTD REG SHARES O N,$406.8M,,,--,0.4
SARSF,CANADA HOUSE WELLNSS GRP INC,$15.0M,Health Care,Pharmaceuticals,--,-0.3
SARTF,SARTORIUS AG AKT,$11.6B,,,0.13%,0.1
SASR,Sandy Spring Bancorp Inc.,$1.1B,Financials,Banks,5.14%,1.1
SATS,Echostar Corporation,$2.6B,Information Technology,Communications Equipment,--,0.6
SAVA,Cassava Sciences Inc,$81.7M,Health Care,Pharmaceuticals,--,2.9
SAVE,Spirit Airlines Incorporated,$1.5B,Industrials,Airlines,--,1.3
SAVW,SavWatt USA Inc,$429.6K,Industrials,Electrical Equipment,--,--
SAWLF,SHAWCOR LTD,$151.6M,Energy,Energy Equipment & Services,20.12%,2.7
SAYC,China Shianyun Group Corp Ltd,$4.5M,,,--,--
SB,Safe Bulkers Inc,$117.4M,Industrials,Marine,--,0.9
SBAC,SBA Communications Corporation,$33.3B,Real Estate,Equity Real Estate Investment Trusts (REITs),0.62%,0.4
SBAY,Subaye Inc,$12.2K,Information Technology,IT Services,--,--
SBBG,Seibels Bruce Group Inc,$27.6M,,,--,--
SBBP,Strongbridge Biopharma plc,$185.5M,Health Care,Pharmaceuticals,--,1.5
SBBX,SB One Bancorp,$186.7M,Financials,Banks,1.77%,0.9
SBCF,Seacoast Banking Corporation of Florida,$1.1B,Financials,Banks,--,1.3
SBES,South Beach Spirits Inc,$3.7M,,,--,6.2
SBFG,SB Financial Group Inc,$113.0M,Financials,Banks,2.76%,1.3
SBFM,"Sunshine Biopharma, Inc.",$4.5M,Health Care,Biotechnology,--,-2.5
SBGI,Sinclair Broadcast Group Inc,$1.6B,Communication Services,Media,4.07%,1.3
SBGOF,STANDARD BANK GROUP LTD SHS,$11.0B,,,7.67%,0.9
SBH,"Sally Beauty Holdings, Inc.",$1.5B,Consumer Discretionary,Specialty Retail,--,1.3
SBI,Western Asset Intermediate Muni Fund Inc,$123.8M,,,3.19%,0.1
SBLK,Star Bulk Carriers Corp.,$585.1M,Industrials,Marine,3.36%,1.2
SBNY,Signature Bank,$6.0B,Financials,Banks,2.05%,1.8
SBOEF,SCHOELLER BLECKMANN OILFIELD E SHS,$436.8M,,,4.77%,0.9
SBOW,SilverBow Resources Inc,$46.0M,Energy,"Oil, Gas & Consumable Fuels",--,2.6
SBPH,Spring Bank Pharmaceuticals Inc,$29.6M,Health Care,Biotechnology,--,1.3
SBR,Sabine Royalty Trust,$432.7M,Energy,"Oil, Gas & Consumable Fuels",9.51%,0.7
SBRA,Sabra Health Care REIT Inc,$3.0B,Real Estate,Equity Real Estate Investment Trusts (REITs),8.29%,1.3
SBS,Companhia de Saneamento Bsc DEDSP (ADR),$8.0B,Utilities,Water Utilities,--,1.2
SBSAA,Spanish Broadcasting System Inc,$2.8M,Communication Services,Media,--,-0.2
SBSI,"Southside Bancshares, Inc.",$943.8M,Financials,Banks,4.49%,0.6
SBSNF,SCHIBSTED ASA SHS,$3.8B,,,0.63%,1
SBSW,Sibanye Stillwater Ltd (ADR),$7.1B,Materials,Metals & Mining,--,1.7
SBT,Sterling Bancorp Inc,$161.8M,Financials,Thrifts & Mortgage Finance,--,--
SBUX,Starbucks Corporation,$88.0B,Consumer Discretionary,"Hotels, Restaurants & Leisure",2.12%,0.8
SBWFF,STRONGBOW EXPLORATION INC,$9.4M,Materials,Metals & Mining,--,3.4
SC,Santander Consumer USA Holdings Inc,$5.9B,Financials,Consumer Finance,4.77%,1.3
SCAY,Seneca-Cayuga Bancorp Inc,$16.5M,Financials,Thrifts & Mortgage Finance,--,0.5
SCBH,Seacoast Commerce Banc Holdings,$118.0M,Financials,Banks,3.89%,0.4
SCBS,Southern Community Bancshares Inc,$23.3M,,,0.64%,--
SCCFF,STRATEGIC RESOURCES INC,$4.5M,Materials,Metals & Mining,--,0.5
SCCO,Southern Copper Corp,$33.5B,Materials,Metals & Mining,1.83%,1.1
SCD,LMP Capital and Income Fund Inc.,$182.5M,,,12.06%,1.6
SCDA,B-Scada Inc,$51.7K,Information Technology,Software,--,0.8
SCE-B,Southern California Edison Co,--,Utilities,Electric Utilities,4.49%,--
SCE-C,Southern California Edison Co,--,Utilities,Electric Utilities,4.58%,--
SCE-D,Southern California Edison Co,--,Utilities,Electric Utilities,4.50%,--
SCE-E,Southern California Edison Co,--,Utilities,Electric Utilities,4.82%,--
SCE-G,SCE Trust II,--,,,5.36%,--
SCE-H,SCE Trust III,--,,,6.36%,--
SCE-J,SCE Trust IV,--,,,6.22%,--
SCE-K,SCE Trust V,--,,,5.99%,--
SCE-L,SCE Trust VI,--,,,5.44%,--
SCFFF,SPOT COFFEE LTD CDA,$4.1M,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,0.8
SCGLF,SOCIETE GENERALE SHS,$14.5B,,,--,1.6
SCGLY,Societe Generale SA (ADR),$14.4B,Financials,Banks,14.14%,1.3
SCGX,GTEK Industries Inc,$11.6M,Financials,Capital Markets,--,--
SCGY,Scientific Energy Inc,$3.4M,Consumer Discretionary,Internet & Direct Marketing Retail,--,--
SCHL,Scholastic Corp,$975.0M,Communication Services,Media,2.05%,1
SCHN,"Schnitzer Steel Industries, Inc.",$489.5M,Materials,Metals & Mining,4.16%,1.4
SCHW,Charles Schwab Corp,$45.3B,Financials,Capital Markets,2.07%,1.2
SCI,Service Corporation International,$6.9B,Consumer Discretionary,Diversified Consumer Services,1.96%,0.7
SCIA,SCI Engineered Materials Inc,$5.1M,Information Technology,Semiconductors & Semiconductor Equipment,--,1.5
SCIE,SpectraScience Inc,$482.4K,Health Care,Health Care Equipment & Supplies,--,--
SCIL,Scientific Learning Corporation,$6.9M,Information Technology,Software,--,0.5
SCIXF,Suny Cellular Communication Ltd (USA),$126.0M,Information Technology,"Electronic Equipment, Instruments & Components",--,0.9
SCKT,"Socket Mobile, Inc.",$8.8M,Information Technology,"Technology Hardware, Storage & Peripherals",--,1
SCL,Stepan Company,$2.4B,Materials,Chemicals,1.05%,1
SCM,Stellus Capital Investment Corp,$149.8M,Financials,Capital Markets,13.00%,1.2
SCMWY,Swisscom AG (ADR),$27.5B,Communication Services,Diversified Telecommunication Services,4.24%,0.2
SCND,"Scientific Industries, Inc.",$14.1M,Health Care,Health Care Equipment & Supplies,--,0.2
SCNG,Evolution Fuels Inc,$4.3M,Energy,"Oil, Gas & Consumable Fuels",--,1
SCNLF,SCANCELL HOLDINGS PLC LONDON SHS,$37.7M,,,--,0.8
SCNTQ,"Scient, Inc.",$1.9K,,,--,--
SCON,"Superconductor Technologies, Inc.",$11.6M,Information Technology,"Electronic Equipment, Instruments & Components",--,0.9
SCOO,"School Specialty, Inc.",$1.2M,Consumer Discretionary,Diversified Consumer Services,--,0.5
SCOR,"COMSCORE, Inc.",$229.6M,Communication Services,Media,--,0.9
SCPAF,SHOPPINGCENTRES AUSTRA PPTY GP STAPLED SEC,$1.4B,,,6.36%,0.5
SCPE,SC Health Corp,$230.4M,,,--,--
SCPE^,SC HEALTH CORP,$179.4M,,,--,--
SCPH,Scpharmaceuticals Inc,$198.3M,Health Care,Pharmaceuticals,--,--
SCPJ,Scope Industries,$184.8M,,,3.24%,0.8
SCPL,SciPlay Corp,$1.9B,Communication Services,Entertainment,--,--
SCRCQ,"ScripsAmerica, Inc.",$84.7K,Consumer Staples,Food & Staples Retailing,--,-1.1
SCRH,Scores Holding Company Inc.,$297.3K,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,0.8
SCRYY,SCOR SE (ADR),$5.2B,Financials,Insurance,6.89%,1.2
SCS,Steelcase Inc.,$1.3B,Industrials,Commercial Services & Supplies,3.51%,1.6
SCSC,"ScanSource, Inc.",$623.8M,Information Technology,"Electronic Equipment, Instruments & Components",--,1.3
SCSG,SouthCrest Financial Group Inc,$24.0M,Financials,Banks,3.28%,0.5
SCSHF,SCOTTISH ORIENTAL SMALLER COMP SHS,$272.9M,,,1.63%,1
SCTC,Scoutcam Inc,$33.8M,,,--,--
SCTN,Schimatic Cash Transactions Ntwrk.ComInc,$175.0K,Information Technology,Software,--,-1.3
SCTY,Monitronics International Inc,$94.7M,,,--,--
SCU,Sculptor Capital Management Inc,$756.6M,Financials,Capital Markets,8.87%,1.3
SCUPF,SECOND CUP LTD,$23.1M,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,1.1
